"	Email",Address,Avatar,Time on App,Time on Website,Length of Membership,Yearly Amount Spent,City,State,ZIP Code,Address Type,avgtime,Estimated total spending
morganorozco@hotmail.com,"0001 Mack MillNorth Jennifer, NE 42021-5936",LightPink,11.56,35.98,1.48,282.47,Mack MillNorth Jennifer,NE,42021-5936,Standard,23.77,418.0556
johnsonhannah@gmail.com,"634 Robert Hill Apt. 800Coxtown, OK 32430",Thistle,12.23,36.99,3.77,473.95,Coxtown,OK,32430,Standard,24.61,1786.7915
javier02@landry.net,Unit 7029 Box 3429DPO AE 56975,CadetBlue,13.19,38.07,2.9,489.91,Classified,,,Military,25.63,1420.739
lmalone@gmail.com,USS BeasleyFPO AP 50556-7615,AntiqueWhite,13.39,37.81,3.57,541.97,Classified,,,Military,25.6,1934.8329
brandon77@richardson.com,"109 Jessica ManorNorth Patriciashire, PR 84726",GhostWhite,11.85,36.93,1.08,266.09,Jessica ManorNorth Patriciashire,PR,84726,Standard,24.39,287.3772
bhamilton@shaw.biz,"036 Mary Drive Apt. 581Port Brandytown, FL 66143",DarkOrchid,12.27,36.58,3.02,494.69,Port Brandytown,FL,66143,Standard,24.425,1493.9638
randyrobinson@hotmail.com,"14548 Hayes Isle Apt. 436Garciaville, IN 65366",DarkGray,13.46,36.34,5.57,689.79,Garciaville,IN,65366,Standard,24.9,3842.1303
ecruz@yahoo.com,"08111 Barry HighwayBentonberg, GU 13706",Gainsboro,11.79,36.26,2.4,387.53,Barry HighwayBentonberg,GU,13706,Standard,24.025,930.072
wrightdanielle@gmail.com,"508 May HighwayPort Jacobview, MN 31932",DarkSalmon,10.99,37.37,3.5,441.9,May HighwayPort Jacobview,MN,31932,Standard,24.18,1546.65
deandanny@yahoo.com,"9781 Lopez Spurs Apt. 300Fitzgeraldborough, MA 89035-4317",Ivory,12.64,36.52,5.23,604.84,Fitzgeraldborough,MA,89035-4317,Standard,24.58,3163.3132
dblair@gmail.com,"190 Kelley BurgWest Juliaport, IA 35826-8163",MediumSlateBlue,8.51,35.46,1.84,302.19,Kelley BurgWest Juliaport,IA,35826-8163,Standard,21.985,556.0296
veronicapruitt@hotmail.com,Unit 7502 Box 8345DPO AE 53747,Cyan,11.66,36.55,3.36,479.61,Classified,,,Military,24.105,1611.4896
davischristina@hotmail.com,"49352 Avila Terrace Suite 624Amandaland, GA 99736",SeaGreen,11.97,36.55,2.96,506.13,Amandaland,GA,99736,Standard,24.26,1498.1448
douglasdunlap@boone-rose.com,"093 Larson PortsWest Kathryn, OK 91243",Purple,11.8,36.32,2.08,319.93,Larson PortsWest Kathryn,OK,91243,Standard,24.06,665.4544
david28@wallace-hill.org,"43382 Heather MeadowsNew Lisaburgh, WI 19151-0302",LightBlue,12.68,35.62,3.68,528.31,Heather MeadowsNew Lisaburgh,WI,19151-0302,Standard,24.15,1944.1808
williammoore@rose.com,"686 Baker Fords Suite 893East John, IL 50171-9547",Brown,13.03,37.87,4.69,610.13,East John,IL,50171-9547,Standard,25.45,2861.5097
angela25@walker.com,"456 Eric ViewsNorth Amanda, MS 98876-3102",Chocolate,12.45,37.53,4.01,584.11,Eric ViewsNorth Amanda,MS,98876-3102,Standard,24.99,2342.2811
arice@reynolds.info,"740 Marshall SquaresDavidbury, AL 94251-0846",Thistle,12.24,37.28,2.53,466.42,Marshall SquaresDavidbury,AL,94251-0846,Standard,24.76,1180.0426
adam75@gmail.com,"9991 Macdonald SquaresVasquezborough, WY 73586-4597",Purple,10.97,36.61,2.87,404.82,Macdonald SquaresVasquezborough,WY,73586-4597,Standard,23.79,1161.8334
charlesgutierrez@hotmail.com,"363 Kathleen UnderpassAshleyside, PR 98964",MistyRose,13.67,36.9,3.52,564.79,Kathleen UnderpassAshleyside,PR,98964,Standard,25.285,1988.0608
codyandrews@hotmail.com,"63010 Reyes Creek Apt. 569West Catherinetown, MN 67491-6816",Indigo,13.39,37.19,4.07,596.52,West Catherinetown,MN,67491-6816,Standard,25.29,2427.8364
wheelernancy@hernandez.com,"66340 Michael Lane Suite 878West Brian, LA 69137-1147",Gold,12.97,38.3,1.2,368.65,West Brian,LA,69137-1147,Standard,25.635,442.38
drew27@ryan-thompson.com,"4475 Lopez Stravenue Apt. 690Smithchester, NV 84347",PeachPuff,12.97,37.33,3.23,542.41,Smithchester,NV,84347,Standard,25.15,1751.9843
suzanne63@gmail.com,"229 Eric MountainsNew Caleb, PA 00396",LightSalmon,10.73,36.15,4.09,478.26,Eric MountainsNew Caleb,PA,396,Standard,23.44,1956.0834
mitchellscott@gmail.com,"3976 Tom Streets Suite 438Port Davidtown, AL 55334-2369",DarkOrange,10.95,37.65,4.02,473.36,Port Davidtown,AL,55334-2369,Standard,24.3,1902.9072
laurajimenez@gmail.com,"06103 Erik Fields Suite 781Jonesmouth, GA 49931-3078",SlateBlue,12.61,37.23,4.21,559.2,Jonesmouth,GA,49931-3078,Standard,24.92,2354.232
rogersheather@hamilton-jensen.org,"510 Michele PortEast Angela, HI 23618",MintCream,13.04,36.31,2.02,447.19,Michele PortEast Angela,HI,23618,Standard,24.675,903.3238
ievans@hotmail.com,"2064 Poole GrovesNorth Chrisland, SC 78169",NavajoWhite,11,38.44,4.24,505.23,Poole GrovesNorth Chrisland,SC,78169,Standard,24.72,2142.1752
john85@rodriguez.info,"57120 Frank KeysJerryborough, DC 81028-0939",Tomato,13.28,37.39,4.63,557.25,Frank KeysJerryborough,DC,81028-0939,Standard,25.335,2580.0675
phillipsmark@byrd.net,"6734 Perez Trafficway Suite 395Nunezland, NC 83245",DarkSeaGreen,10.63,38.04,3,422.37,Nunezland,NC,83245,Standard,24.335,1267.11
elizabeth61@berg-braun.com,"649 King ExtensionNorth April, NY 54175",Lavender,13.19,35.92,1.82,445.06,King ExtensionNorth April,NY,54175,Standard,24.555,810.0092
dbenson@simpson.net,"732 Heather PlaceNorth Michael, VT 92527",DodgerBlue,11.35,37.09,4.08,442.06,Heather PlaceNorth Michael,VT,92527,Standard,24.22,1803.6048
stephaniehill@hotmail.com,"8248 Parker Overpass Apt. 024Lake Pamela, WY 44322-1735",Wheat,12.95,37.11,3.69,533.04,Lake Pamela,WY,44322-1735,Standard,25.03,1966.9176
davisbriana@gmail.com,"15298 Erickson Shore Apt. 056South Patrickfort, MD 16503-3145",MediumVioletRed,11.74,37.94,2.19,424.2,South Patrickfort,MD,16503-3145,Standard,24.84,928.998
kday@gmail.com,"4835 Jessica Walk Suite 205West Jacob, NH 93681",Magenta,11.89,35.86,3.21,498.64,West Jacob,NH,93681,Standard,23.875,1600.6344
jonathanconner@morales.biz,"920 Anderson ExtensionsGreenfurt, GA 19316-3498",SeaShell,10.76,36.6,1.98,330.59,Anderson ExtensionsGreenfurt,GA,19316-3498,Standard,23.68,654.5682
anneingram@miller-alexander.com,"4301 Park Lake Apt. 158Spencertown, SD 45934",HoneyDew,11.61,39.25,3.35,443.44,Spencertown,SD,45934,Standard,25.43,1485.524
jeffery48@mcguire.com,"52326 Townsend CentersLake Williamburgh, NJ 70568-7463",LightCyan,11.98,38.27,3.53,478.6,Townsend CentersLake Williamburgh,NJ,70568-7463,Standard,25.125,1689.458
theresamitchell@martin-chambers.biz,"157 Linda RoadsNew Jimmyshire, MH 51942",Khaki,12.46,37.43,2.97,440,Linda RoadsNew Jimmyshire,MH,51942,Standard,24.945,1306.8
christianwade@butler.info,"3687 Sarah Ranch Suite 919Gainesfort, AK 05665",Crimson,10.08,38.07,2.62,357.78,Gainesfort,AK,5665,Standard,24.075,937.3836
tina16@santiago.com,"314 Kidd RunJohnfort, KS 46546-2732",White,12.59,37.33,2.8,476.14,Kidd RunJohnfort,KS,46546-2732,Standard,24.96,1333.192
vancealicia@hotmail.com,"06307 Scott Spurs Suite 161Jessicaburgh, NH 26093-5908",RoyalBlue,14.29,36.77,2.96,501.12,Jessicaburgh,NH,26093-5908,Standard,25.53,1483.3152
dbell@hotmail.com,"3485 Anthony Street Apt. 119Mikeberg, FL 32602",DarkViolet,11.92,37.77,4.35,592.69,Mikeberg,FL,32602,Standard,24.845,2578.2015
pamelahampton@martin-cobb.com,"91542 Jessica Springs Suite 255Thomashaven, MT 39239-3790",DarkSeaGreen,11.41,35.78,3.87,486.08,Thomashaven,MT,39239-3790,Standard,23.595,1881.1296
mark81@wagner.com,"410 Gonzalez Corners Apt. 187East Stephenport, VT 22771",Navy,12.82,37.96,4.62,576.03,East Stephenport,VT,22771,Standard,25.39,2661.2586
awerner@manning.com,"407 Blake WaysPort Davidland, WA 78438",Gray,11.67,37.84,2.73,442.72,Blake WaysPort Davidland,WA,78438,Standard,24.755,1208.6256
robertramirez@kaiser.com,"1583 Anderson CovesEast Rebecca, NH 27212",Purple,10.61,37.98,3.54,461.79,Anderson CovesEast Rebecca,NH,27212,Standard,24.295,1634.7366
justin26@gmail.com,"32303 Baldwin CausewaySouth Robertside, HI 58126",RosyBrown,12.51,35.82,3.13,488.39,Baldwin CausewaySouth Robertside,HI,58126,Standard,24.165,1528.6607
douglas95@yahoo.com,"395 Summers Courts Apt. 413Coopermouth, IA 21205-1079",White,11.3,37.83,5.14,593.16,Coopermouth,IA,21205-1079,Standard,24.565,3048.8424
qmorse@yahoo.com,"0360 Pearson Dam Suite 263Lake Shawn, UT 65986-4190",MediumTurquoise,10.89,34.9,3.13,392.81,Lake Shawn,UT,65986-4190,Standard,22.895,1229.4953
jason50@bates.net,"74839 Michael Plains Suite 356South Austinshire, ND 40309-1424",Bisque,12.1,36.38,3.18,443.2,South Austinshire,ND,40309-1424,Standard,24.24,1409.376
qeaton@savage.com,"27032 Michelle ForestMorrowtown, ND 14749",SaddleBrown,12.69,37.33,3.83,535.48,Michelle ForestMorrowtown,ND,14749,Standard,25.01,2050.8884
tluna@hotmail.com,"01512 Hendricks RueEast Pamela, PR 46481",YellowGreen,11.39,38.2,4.81,533.4,Hendricks RueEast Pamela,PR,46481,Standard,24.795,2565.654
kara33@gmail.com,"5527 Hogan RoadSouth Jeffreychester, MA 28632",LavenderBlush,10.73,36.88,4.05,532.13,Hogan RoadSouth Jeffreychester,MA,28632,Standard,23.805,2155.1265
thomas22@yahoo.com,"7346 Jennifer Green Suite 148Wagnertown, MT 65972",IndianRed,11.94,35.9,4.54,558.95,Wagnertown,MT,65972,Standard,23.92,2537.633
david47@hotmail.com,"37216 Krista DrivesWest Andrew, DE 70036",DarkKhaki,12.72,35.13,3.48,508.77,Krista DrivesWest Andrew,DE,70036,Standard,23.925,1770.5196
beasleyjoseph@hotmail.com,"1094 Bentley ForgesLake Antonio, MA 29181-3664",SaddleBrown,10.97,35.97,2.63,403.77,Bentley ForgesLake Antonio,MA,29181-3664,Standard,23.47,1061.9151
hoffmandaniel@yahoo.com,"922 Hampton Path Suite 198Port Jasonmouth, FL 46623",Orchid,13.42,37.76,4.79,640.58,Port Jasonmouth,FL,46623,Standard,25.59,3068.3782
garnerjustin@king.com,"0833 Brian Canyon Suite 566Anthonymouth, VT 01329-7541",DarkCyan,11.85,37.49,2.76,461.63,Anthonymouth,VT,01329-7541,Standard,24.67,1274.0988
francesjohnson@lee.com,"577 Peters TurnpikeLoriport, MA 60572-1669",Aquamarine,11.92,35.72,2.16,382.42,Peters TurnpikeLoriport,MA,60572-1669,Standard,23.82,826.0272
awu@robinson.org,"0281 Dale Wells Suite 656East Joshua, ME 73389",Brown,13.15,37.65,4.2,561.87,East Joshua,ME,73389,Standard,25.4,2359.854
xevans@hotmail.com,"13164 Miller CampSouth Deannaberg, ID 85433",DarkMagenta,12.69,36.05,2.14,444.58,Miller CampSouth Deannaberg,ID,85433,Standard,24.37,951.4012
lauriewilson@jackson.com,"389 Joshua Stravenue Apt. 983Martinezland, MN 29049",Cornsilk,10.35,39.05,3.43,401.03,Martinezland,MN,29049,Standard,24.7,1375.5329
cruiz@yahoo.com,"497 Julian Brook Suite 872Hillberg, FM 87927-5760",LightSalmon,9.32,36.91,2.87,384.33,Hillberg,FM,87927-5760,Standard,23.115,1103.0271
tammy12@gmail.com,"78297 Brown Street Apt. 786East Taylorfurt, AK 97246",Chocolate,12.58,35.44,3.14,527.78,East Taylorfurt,AK,97246,Standard,24.01,1657.2292
adamperkins@terrell.com,"2595 James Creek Apt. 571Millerberg, HI 82236",PaleVioletRed,11.76,37.92,3.53,482.14,Millerberg,HI,82236,Standard,24.84,1701.9542
willie26@johnson-howard.com,"97686 Robertson Cape Suite 607Port Veronicaside, NE 47293",Wheat,12.64,38,5.04,594.27,Port Veronicaside,NE,47293,Standard,25.32,2995.1208
yvaughn@meyer.com,"9863 Dawn Court Suite 429Lake Connie, MI 12238",OldLace,11.83,36.84,3.61,502.09,Lake Connie,MI,12238,Standard,24.335,1812.5449
carolfarley@gmail.com,"51173 Curtis Cliff Apt. 727Ramoston, DE 32714-4579",SlateBlue,10.44,35.94,2.9,407.66,Ramoston,DE,32714-4579,Standard,23.19,1182.214
rhonda01@gmail.com,"939 Watson RunStaceyberg, VT 58376-0454",Orchid,12.73,36.23,5.71,708.94,Watson RunStaceyberg,VT,58376-0454,Standard,24.48,4048.0474
david80@knight.com,"368 Morris Ports Apt. 735New Lisaville, GA 34271-8632",MediumAquaMarine,9.48,37.91,5.05,531.96,New Lisaville,GA,34271-8632,Standard,23.695,2686.398
aaron04@yahoo.com,"16338 Scott Corner Suite 727West Alexandra, AR 54429",SeaGreen,10.16,37.76,4.78,521.24,West Alexandra,AR,54429,Standard,23.96,2491.5272
kaylahenderson@hotmail.com,Unit 1609 Box 3480DPO AA 95185,MediumSpringGreen,11.61,38.11,2.97,447.37,Classified,,,Military,24.86,1328.6889
mholt@hotmail.com,"486 Adams HillsNorth Walter, MS 18124",LightSeaGreen,11.27,36.96,2.67,385.15,Adams HillsNorth Walter,MS,18124,Standard,24.115,1028.3505
tanya20@gmail.com,"69279 Stewart MountainsSouth Pamela, KS 22541-3414",DarkKhaki,11.16,37.09,3.62,430.59,Stewart MountainsSouth Pamela,KS,22541-3414,Standard,24.125,1558.7358
aaron89@gmail.com,"0128 Sampson Loop Suite 943Hoffmanton, MO 02122",SaddleBrown,10.1,38.04,4.24,418.6,Hoffmanton,MO,2122,Standard,24.07,1774.864
hunterlucas@gmail.com,"89301 Kylie CrossroadPetersonberg, MH 23834",Turquoise,12.76,36.91,2.48,478.95,Kylie CrossroadPetersonberg,MH,23834,Standard,24.835,1187.796
sfarley@jones.com,"0554 Powers CurveNathanchester, FL 06878-6336",AntiqueWhite,12.06,37.69,3.51,483.8,Powers CurveNathanchester,FL,06878-6336,Standard,24.875,1698.138
sarahtran@dixon.com,"770 Katie Walk Apt. 585Port David, MN 52850",GoldenRod,11.94,35.78,3.31,538.94,Port David,MN,52850,Standard,23.86,1783.8914
randywhite@armstrong.biz,"0506 Pitts ForksWoodsbury, AL 98082-8186",Teal,12.45,36.67,3.54,486.16,Pitts ForksWoodsbury,AL,98082-8186,Standard,24.56,1721.0064
tsmith@yahoo.com,"92028 Thomas Mountains Suite 044New Matthew, MI 02429-0994",Bisque,12.28,38.3,1.13,385.1,New Matthew,MI,02429-0994,Standard,25.29,435.163
martinezleah@carter.com,"8456 Joseph Locks Suite 926Christopherport, TN 57784",PaleGreen,12.78,35.55,3.23,527.78,Christopherport,TN,57784,Standard,24.165,1704.7294
steven00@combs.com,"64460 Morris FordsGonzalesmouth, MI 40832",RosyBrown,12.96,37.95,3.35,547.19,Morris FordsGonzalesmouth,MI,40832,Standard,25.455,1833.0865
blakekent@smith-pena.com,"3933 Brooke PointJohnsonburgh, DE 22659-3488",Crimson,9.95,37.35,3.22,410.6,Brooke PointJohnsonburgh,DE,22659-3488,Standard,23.65,1322.132
amanda03@yahoo.com,"313 Lisa Loop Apt. 543North Jenniferchester, MN 58819",Brown,13.13,35.43,3.79,583.98,North Jenniferchester,MN,58819,Standard,24.28,2213.2842
brandonsmith@yahoo.com,"62106 Nathan Mountain Suite 505North Matthewborough, AZ 32092-6122",Gold,11.52,36.19,3.56,474.53,North Matthewborough,AZ,32092-6122,Standard,23.855,1689.3268
thardy@perry.com,"39209 Cooper Neck Apt. 541Tylermouth, ME 94450",SeaGreen,10.97,34.57,2.93,414.94,Tylermouth,ME,94450,Standard,22.77,1215.7742
michael86@yahoo.com,"87270 Garrett Cliffs Suite 361Brooksberg, MO 26555-2502",LightYellow,13.53,38.95,3.05,550.81,Brooksberg,MO,26555-2502,Standard,26.24,1679.9705
ulee@wells.com,"309 Singleton HollowMatthewhaven, NJ 68776-7477",LemonChiffon,12.04,34.49,2.74,458.78,Singleton HollowMatthewhaven,NJ,68776-7477,Standard,23.265,1257.0572
judithsmith@jimenez.biz,"186 Anthony RouteGordonview, AS 78120-4633",DarkOrange,10.94,36.17,2.78,407.54,Anthony RouteGordonview,AS,78120-4633,Standard,23.555,1132.9612
nblack@smith-romero.biz,"00615 Tracy IslandsNew Marcfort, MO 87297-7431",LightCyan,12.66,37.03,4.33,581.31,Tracy IslandsNew Marcfort,MO,87297-7431,Standard,24.845,2517.0723
michaelcampbell@yahoo.com,"96480 White Lane Suite 521Pattersonhaven, OR 39409-4561",Gray,11.73,36.88,3.42,546.56,Pattersonhaven,OR,39409-4561,Standard,24.305,1869.2352
rcarter@crane-thompson.org,"14064 Frazier Hills Apt. 176Amyborough, MP 77858-0018",MediumVioletRed,11.92,37.32,3.34,503.18,Amyborough,MP,77858-0018,Standard,24.62,1680.6212
dwhite@gmail.com,"02136 White Grove Suite 418Marytown, DE 70033",OrangeRed,11.51,37.13,4.66,549.13,Marytown,DE,70033,Standard,24.32,2558.9458
vancemichelle@gmail.com,"6586 Reginald Crest Apt. 061North Josephfort, NM 55275",DeepPink,12.42,36.16,3.22,482.83,North Josephfort,NM,55275,Standard,24.29,1554.7126
kylemelendez@hotmail.com,"2749 Cunningham Flat Apt. 838Derekberg, OH 45288",DeepPink,13.89,38.38,3.77,557.61,Derekberg,OH,45288,Standard,26.135,2102.1897
richard35@hale-duncan.net,"33940 Craig Throughway Apt. 334Martinview, IL 62015-0314",GhostWhite,12.85,37.87,3.42,484.88,Martinview,IL,62015-0314,Standard,25.36,1658.2896
waltonkaren@gmail.com,"355 Villegas Isle Apt. 070West Jenniferview, NM 26775-4339",Green,10.89,35.57,6.12,669.99,West Jenniferview,NM,26775-4339,Standard,23.23,4100.3388
contrerastiffany@gmail.com,"439 Todd Summit Apt. 478Mooreland, AR 31655",CadetBlue,12.91,36.05,3.49,547.71,Mooreland,AR,31655,Standard,24.48,1911.5079
rogerstiffany@wilson-horne.com,"30700 Justin PortsPort David, PA 52171-5921",DarkOliveGreen,11.57,38.92,4.08,537.83,Justin PortsPort David,PA,52171-5921,Standard,25.245,2194.3464
waltercharles@sanders.net,"291 Stephen Glens Apt. 532Jacquelineton, NJ 53606-5656",IndianRed,11.97,37.2,2.83,408.22,Jacquelineton,NJ,53606-5656,Standard,24.585,1155.2626
john96@chan-anderson.biz,"04290 Barron SquareLaurenmouth, AS 79917-9544",Snow,13.08,37.33,5.41,663.07,Barron SquareLaurenmouth,AS,79917-9544,Standard,25.205,3587.2087
bushsharon@barber.com,"0013 Andre FieldWhitebury, AZ 68447-6306",DarkSeaGreen,11.96,36.52,3.45,506.38,Andre FieldWhitebury,AZ,68447-6306,Standard,24.24,1747.011
nicolegay@jennings.com,"50718 Timothy LightGarciaport, SC 60266-6696",BlueViolet,13.25,37.31,2.94,528.42,Timothy LightGarciaport,SC,60266-6696,Standard,25.28,1553.5548
rchambers@hotmail.com,"53964 Weaver Brook Suite 861Stevensonshire, NY 18128",OliveDrab,13.09,38.32,4.75,632.12,Stevensonshire,NY,18128,Standard,25.705,3002.57
gomezalicia@hotmail.com,"506 Allison Cove Apt. 766Weeksstad, AS 71308",MediumSpringGreen,12.53,36.69,3.53,488.27,Weeksstad,AS,71308,Standard,24.61,1723.5931
potterkenneth@strickland.com,"2559 Harris Pines Apt. 514Michaelshire, ME 21753-8834",MediumSlateBlue,11.24,37.05,3.9,508.74,Michaelshire,ME,21753-8834,Standard,24.145,1984.086
charlesjackson@brady-fuller.net,"3802 Veronica CausewayEast Patrickfurt, DC 84522",GhostWhite,12.07,35.57,2.4,411.19,Veronica CausewayEast Patrickfurt,DC,84522,Standard,23.82,986.856
jacquelinewest@pace-herrera.com,"592 Villanueva VillageWoodsstad, AK 20530",Purple,12.05,38.51,2.85,409.09,Villanueva VillageWoodsstad,AK,20530,Standard,25.28,1165.9065
stevenjohnson@yahoo.com,"PSC 4427, Box 6116APO AP 87584-5187",SandyBrown,11.23,37,3.78,467.8,Classified,,,Military,24.115,1768.284
johnsonchelsea@gmail.com,"19270 Velasquez CovesBoylechester, AZ 51480",LightCyan,11.91,35.19,4.35,512.17,Velasquez CovesBoylechester,AZ,51480,Standard,23.55,2227.9395
jenniferjenkins@jones.com,USNS JacobsFPO AE 71507-1312,LightSalmon,13.05,38.78,4.57,608.27,Classified,,,Military,25.915,2779.7939
ebutler@rogers-gonzalez.com,"001 Estrada UnionLewismouth, TN 47360",Chartreuse,13,36.99,4.62,589.03,Estrada UnionLewismouth,TN,47360,Standard,24.995,2721.3186
ellenlucas@cox.org,"86268 Davis CornerNorth Danielview, CT 59551-9382",DarkGoldenRod,11.52,35.94,3.01,444.05,Davis CornerNorth Danielview,CT,59551-9382,Standard,23.73,1336.5905
elizabethnunez@vasquez-nelson.net,"209 Andrew ViaductPort Anna, OR 01627-8037",Cornsilk,10.31,36.73,4.79,493.18,Andrew ViaductPort Anna,OR,01627-8037,Standard,23.52,2362.3322
ramirezjacob@turner.com,"19704 Kaitlin FlatWest Andrewtown, VI 38642",Magenta,12.43,37.63,4.33,532.72,Kaitlin FlatWest Andrewtown,VI,38642,Standard,25.03,2306.6776
brian51@cook.info,"0508 Terrance CliffRebekahtown, NC 48724-8308",SaddleBrown,10.75,38.79,1.43,275.92,Terrance CliffRebekahtown,NC,48724-8308,Standard,24.77,394.5656
victoriajohnson@gmail.com,"2082 Christopher Place Apt. 081Cynthiahaven, HI 99393-8910",DarkViolet,11.02,37.64,4.14,511.04,Cynthiahaven,HI,99393-8910,Standard,24.33,2115.7056
lawrencewalton@hotmail.com,"584 Patterson FallsWest Alicia, DE 45751",Chocolate,12.22,36.95,2.91,438.42,Patterson FallsWest Alicia,DE,45751,Standard,24.585,1275.8022
ashleymoreno@gmail.com,"11430 Meza Green Suite 037Martinezborough, FL 40624-8726",DarkViolet,12.33,37.07,3.98,475.73,Martinezborough,FL,40624-8726,Standard,24.7,1893.4054
wesleyvance@moore.com,"210 Johnson Street Suite 717New Bethanyborough, MO 84817",Magenta,10.81,36.01,3.7,483.54,New Bethanyborough,MO,84817,Standard,23.41,1789.098
edwardbrown@yahoo.com,"2971 Angela IslandLake Timothychester, NE 48734-6685",HotPink,12.14,37.14,5.84,663.8,Angela IslandLake Timothychester,NE,48734-6685,Standard,24.64,3876.592
youngellen@hotmail.com,"994 Joel Highway Suite 216New Jessicafort, UT 14179",DodgerBlue,12.94,36.73,4.56,544.41,New Jessicafort,UT,14179,Standard,24.835,2482.5096
robin80@yahoo.com,"928 Bailey RoadEast Mary, DE 11678-5634",Turquoise,13.3,36.39,4.49,630.16,Bailey RoadEast Mary,DE,11678-5634,Standard,24.845,2829.4184
dana59@hotmail.com,"31927 Jill MountainSouth Jessica, MN 63418",Blue,10.4,36.68,3.86,461.11,Jill MountainSouth Jessica,MN,63418,Standard,23.54,1779.8846
bwilliams@hotmail.com,"1549 Walker Passage Apt. 463West Calvin, AZ 03144",PaleVioletRed,11.89,37.86,3.05,491.91,West Calvin,AZ,3144,Standard,24.875,1500.3255
whitetyler@anderson-avery.com,"4547 Stafford Throughway Apt. 178North Patrick, MD 60768-4837",MidnightBlue,11.59,36.46,4.65,574.42,North Patrick,MD,60768-4837,Standard,24.025,2671.053
rwilliams@trujillo.biz,"54560 Thompson Creek Apt. 029New Brianville, FL 84430-8588",BlanchedAlmond,13.27,37.24,4.02,530.77,New Brianville,FL,84430-8588,Standard,25.255,2133.6954
randall85@williams.com,"5086 Morales Islands Apt. 099New Patricia, IL 78823",Black,12.99,39.67,3.97,581.8,New Patricia,IL,78823,Standard,26.33,2309.746
kevin45@mathews.net,"02393 Baker FallsNew Georgeport, ND 36338-5110",DodgerBlue,14.04,37.02,3.74,556.3,Baker FallsNew Georgeport,ND,36338-5110,Standard,25.53,2080.562
deborah48@white.com,"1693 Gary Mission Suite 479Lake Kelly, MO 68205",DarkGreen,11.91,38.42,3.38,502.13,Lake Kelly,MO,68205,Standard,25.165,1697.1994
hoganrichard@george.com,"4929 Michelle GroveLake Alexis, MT 92147-1660",BlanchedAlmond,11.14,38.4,4.6,556.19,Michelle GroveLake Alexis,MT,92147-1660,Standard,24.77,2558.474
kelly24@lewis.info,"983 Ross GlenWest Jessica, NJ 42860-5757",Bisque,12.9,36.61,2.22,475.07,Ross GlenWest Jessica,NJ,42860-5757,Standard,24.755,1054.6554
katherinegray@yahoo.com,"685 Sexton Ranch Suite 125Lake Robertshire, NE 04469-3024",Cyan,12.39,35.63,4.29,486.95,Lake Robertshire,NE,04469-3024,Standard,24.01,2089.0155
efoster@williamson-boyd.org,"4968 Bennett ManorsRogerschester, IL 81579-8333",Lavender,11.82,36.31,2.12,434.14,Bennett ManorsRogerschester,IL,81579-8333,Standard,24.065,920.3768
jordandavid@gmail.com,"61502 Parker Vista Apt. 363Jonesshire, GU 33532",Violet,10.99,36.35,0.94,304.14,Jonesshire,GU,33532,Standard,23.67,285.8916
sanchezamber@scott-patterson.com,"257 Hunt ManorsSouth Charlottefort, CT 15033",Fuchsia,14.13,37.02,3.76,571.22,Hunt ManorsSouth Charlottefort,CT,15033,Standard,25.575,2147.7872
tinayoung@hotmail.com,"83995 Owens Course Apt. 747South Jennifer, NJ 29942",MistyRose,11.91,36.09,4,583.08,South Jennifer,NJ,29942,Standard,24,2332.32
alicia28@fuller.com,"8055 Robinson Brooks Apt. 657Walterview, KY 83019",CadetBlue,11.48,39.24,3.53,445.75,Walterview,KY,83019,Standard,25.36,1573.4975
rileyalejandro@gmail.com,Unit 1475 Box 4215DPO AE 39546-5591,LightSteelBlue,10.05,37.18,3.54,392.99,Classified,,,Military,23.615,1391.1846
oliviamarshall@sawyer-sellers.com,Unit 5934 Box 9748DPO AA 37361-3043,Brown,12.43,37.31,4.16,565.99,Classified,,,Military,24.87,2354.5184
hortonrobert@hotmail.com,"31309 Stacey Keys Apt. 979South Jason, KS 35357",Salmon,11.97,36.83,3.55,499.14,South Jason,KS,35357,Standard,24.4,1771.947
montgomerycheyenne@hotmail.com,"1812 Sandra Shoal Apt. 350Amandamouth, SC 87794-1628",FireBrick,11.12,36.98,4.13,510.54,Amandamouth,SC,87794-1628,Standard,24.05,2108.5302
martinkristi@sanchez-coleman.com,"PSC 1893, Box 7023APO AA 73445",Lime,8.67,35.91,2.25,308.53,Classified,,,Military,22.29,694.1925
jefferycampbell@gmail.com,"381 Ashley Locks Suite 366North Migueltown, TX 09795-0494",GreenYellow,12.5,37.65,4.05,561.52,North Migueltown,TX,09795-0494,Standard,25.075,2274.156
webertom@phelps.com,"189 Crawford Hill Apt. 746New Madison, WV 14108-4333",DarkOrchid,12.13,35.46,3.07,423.47,New Madison,WV,14108-4333,Standard,23.795,1300.0529
aschmidt@johnson.biz,Unit 1743 Box 8085DPO AE 47693-8164,Blue,11.73,35.63,4.33,513.15,Classified,,,Military,23.68,2221.9395
lisadelgado@gmail.com,"57993 Jennifer Unions Suite 685Emilyville, OK 53366-2375",Olive,11.95,36.49,3.94,529.19,Emilyville,OK,53366-2375,Standard,24.22,2085.0086
sharongraves@yahoo.com,"73098 Ronald PortCliffordborough, MO 37479-9244",Wheat,12.56,37.81,0.27,314.44,Ronald PortCliffordborough,MO,37479-9244,Standard,25.185,84.8988
